id,item_0,item_1,choice,winner,rt,order,log_rt
10542,21,47,0.0,21.0,2435.0,11.0,3.386498965550653
10542,21,49,0.0,21.0,2031.0,135.0,3.307709923404807
10542,22,23,0.0,22.0,1194.0,144.0,3.0770043267933502
10542,22,28,0.0,22.0,5099.0,128.0,3.7074850119674734
10542,22,31,0.0,22.0,3149.0,3.0,3.498172660636544
10542,22,48,0.0,22.0,2660.0,119.0,3.424881636631067
10542,23,34,0.0,23.0,2763.0,134.0,3.4413808849165113
10542,23,39,0.0,23.0,5366.0,48.0,3.7296506683359203
10542,23,44,0.0,23.0,2265.0,21.0,3.3550682063488506
10542,23,46,0.0,23.0,3899.0,38.0,3.590953235187986
10542,23,48,0.0,23.0,2199.0,152.0,3.3422252293607904
10542,23,52,0.0,23.0,3671.0,170.0,3.564784384503987
10542,28,31,0.0,28.0,1498.0,185.0,3.1755118133634475
10542,28,44,0.0,28.0,1769.0,96.0,3.2477278329097232
10542,28,47,0.0,28.0,4731.0,26.0,3.674952948048565
10542,31,33,1.0,33.0,14100.0,76.0,4.14921911265538
10542,31,34,1.0,34.0,2334.0,67.0,3.3681008517093516
10542,31,46,1.0,46.0,3566.0,141.0,3.5521813388393357
10542,31,47,0.0,31.0,3307.0,39.0,3.519434194913703
10542,31,50,1.0,50.0,2561.0,164.0,3.40840957846843
10542,32,33,1.0,33.0,2800.0,65.0,3.4471580313422194
10542,32,34,1.0,34.0,2102.0,111.0,3.3226327116922234
10542,32,39,1.0,39.0,3439.0,20.0,3.5364321758220134
10542,32,46,1.0,46.0,14446.0,81.0,4.159747610524273
10542,32,49,1.0,49.0,3707.0,172.0,3.5690225860295635
10542,32,50,1.0,50.0,2476.0,146.0,3.39375064034808
10542,32,52,1.0,52.0,6825.0,105.0,3.8341026557127935
10542,33,34,0.0,33.0,3167.0,148.0,3.500648063371912
10542,33,47,0.0,33.0,1785.0,167.0,3.251638220448212
10542,33,48,0.0,33.0,3400.0,94.0,3.531478917042255
10542,33,49,0.0,33.0,2242.0,150.0,3.3506356082589543
10542,33,50,0.0,33.0,6734.0,12.0,3.8282731120520697
10542,34,39,0.0,34.0,2567.0,165.0,3.4094258686714434
10542,34,44,0.0,34.0,3596.0,6.0,3.5558196830611912
10542,34,46,0.0,34.0,5084.0,14.0,3.7062055418819706
10542,34,47,0.0,34.0,1250.0,69.0,3.0969100130080562
10542,34,50,0.0,34.0,3414.0,100.0,3.5332635167787148
10542,34,52,1.0,52.0,5370.0,82.0,3.7299742856995555
10542,39,46,0.0,39.0,2894.0,136.0,3.4614985267830187
10542,39,47,0.0,39.0,1982.0,112.0,3.2971036501492565
10542,39,48,0.0,39.0,3323.0,58.0,3.521530341278711
10542,39,49,0.0,39.0,3865.0,79.0,3.5871494982543437
10542,44,47,1.0,47.0,2098.0,52.0,3.3218054838575393
10542,44,49,1.0,49.0,2998.0,115.0,3.4768316285122607
10542,44,50,1.0,50.0,5713.0,122.0,3.756864224060549
10542,46,48,0.0,46.0,3093.0,179.0,3.490379920003179
10542,46,49,0.0,46.0,2506.0,84.0,3.398981066658131
10542,47,48,1.0,48.0,4150.0,130.0,3.6180480967120925
10542,47,50,1.0,50.0,2099.0,68.0,3.3220124385824006
10542,48,49,0.0,48.0,3157.0,147.0,3.4992745818922173
10542,48,50,0.0,48.0,1820.0,53.0,3.2600713879850747
10542,48,52,1.0,52.0,2087.0,28.0,3.3195224490654542
10542,49,52,1.0,52.0,8836.0,9.0,3.946255707199397
10542,50,52,1.0,52.0,3706.0,157.0,3.5689054149828787
10543,1,5,0.0,1.0,23.0,182.0,1.3617278360175928
10543,1,8,1.0,8.0,2396.0,41.0,3.3794868137172736
10543,1,9,0.0,1.0,3404.0,64.0,3.53198955141255
10543,1,16,1.0,16.0,4210.0,113.0,3.6242820958356683
10543,1,17,1.0,17.0,3351.0,185.0,3.5251744278352715
10543,1,19,0.0,1.0,9370.0,99.0,3.971739590887778
10543,1,21,1.0,21.0,1617.0,134.0,3.208710019906401
10543,1,28,1.0,28.0,1341.0,7.0,3.127428777851599
10543,1,32,0.0,1.0,3586.0,127.0,3.554610285226164
10543,1,34,1.0,34.0,3809.0,69.0,3.580810972660946
10543,1,35,1.0,35.0,2718.0,155.0,3.4342494523964757
10543,1,39,1.0,39.0,3059.0,19.0,3.485579476984679
10543,3,6,0.0,3.0,4368.0,58.0,3.640282629696681
10543,3,8,0.0,3.0,2366.0,124.0,3.3740147402919116
10543,3,17,0.0,3.0,3183.0,3.0,3.502836638621003
10543,3,19,0.0,3.0,2691.0,32.0,3.4299136977637543
10543,3,28,0.0,3.0,2489.0,47.0,3.3960248966085933
10543,3,31,0.0,3.0,2974.0,153.0,3.4733409641859354
10543,3,35,0.0,3.0,4514.0,76.0,3.6545615547417434
10543,3,36,0.0,3.0,2466.0,146.0,3.3919930722597127
10543,3,39,0.0,3.0,2723.0,98.0,3.4350476413399647
10543,3,49,0.0,3.0,3095.0,103.0,3.490660653356137
10543,3,51,0.0,3.0,39954.0,174.0,4.601560265276188
10543,4,5,1.0,5.0,2883.0,10.0,3.459844642388208
10543,4,8,0.0,4.0,3966.0,54.0,3.598352709869284
10543,4,14,0.0,4.0,2508.0,145.0,3.399327532158679
10543,4,15,0.0,4.0,3995.0,167.0,3.6015167836500104
10543,4,21,1.0,21.0,2540.0,150.0,3.404833716619938
10543,4,22,1.0,22.0,5300.0,42.0,3.724275869600789
10543,4,24,0.0,4.0,2145.0,118.0,3.331427296520743
10543,4,28,1.0,28.0,1678.0,29.0,3.2247919564926817
10543,4,48,0.0,4.0,2669.0,106.0,3.4263485737875077
10543,4,49,0.0,4.0,4053.0,91.0,3.607776603741693
10543,4,52,1.0,52.0,3893.0,82.0,3.590284403718162
10543,5,9,0.0,5.0,1497.0,40.0,3.1752218003430523
10543,5,11,0.0,5.0,1638.0,96.0,3.2143138974244
10543,5,15,0.0,5.0,4014.0,157.0,3.6035773681514667
10543,5,21,1.0,21.0,1782.0,79.0,3.250907699700856
10543,5,33,0.0,5.0,2580.0,114.0,3.41161970596323
10543,5,34,0.0,5.0,3149.0,139.0,3.498172660636544
10543,5,36,0.0,5.0,2280.0,171.0,3.357934847000454
10543,5,40,1.0,40.0,1868.0,121.0,3.2713768718940743
10543,5,48,1.0,48.0,2169.0,51.0,3.336259552014193
10543,5,51,0.0,5.0,4771.0,28.0,3.6786094165589263
10543,6,8,1.0,8.0,2140.0,94.0,3.330413773349191
10543,6,11,0.0,6.0,2786.0,126.0,3.4449811120879446
10543,6,14,0.0,6.0,3663.0,45.0,3.563836918664545
10543,6,17,0.0,6.0,2300.0,107.0,3.361727836017593
10543,6,24,0.0,6.0,19854.0,177.0,4.2978480175434965
10543,6,26,1.0,26.0,3345.0,25.0,3.524396122103842
10543,6,28,1.0,28.0,3930.0,74.0,3.5943925503754266
10543,6,31,0.0,6.0,2320.0,135.0,3.3654879848909
10543,6,32,0.0,6.0,1646.0,163.0,3.216429830876251
10543,6,52,0.0,6.0,8607.0,9.0,3.9348518029656607
10543,7,8,1.0,8.0,1810.0,11.0,3.2576785748691846
10543,7,14,0.0,7.0,1810.0,166.0,3.2576785748691846
10543,7,15,1.0,15.0,2872.0,20.0,3.4581844355702627
10543,7,16,0.0,7.0,4012.0,77.0,3.6033609243483804
10543,7,19,0.0,7.0,3884.0,52.0,3.589279221235967
10543,7,21,1.0,21.0,1894.0,90.0,3.2773799746672547
10543,7,23,0.0,7.0,15424.0,188.0,4.188197016558756
10543,7,24,0.0,7.0,2014.0,49.0,3.3040594662175993
10543,7,28,1.0,28.0,4747.0,137.0,3.67641923171836
10543,7,32,0.0,7.0,2972.0,108.0,3.4730488050885375
10543,7,48,0.0,7.0,4325.0,161.0,3.635986111800833
10543,7,51,0.0,7.0,4019.0,122.0,3.604118006192035
10543,8,9,0.0,8.0,1922.0,148.0,3.2837533833325265
10543,8,11,1.0,11.0,2035.0,109.0,3.3085644135612386
10543,8,16,1.0,16.0,1867.0,151.0,3.2711443179490782
10543,8,17,0.0,8.0,23.0,180.0,1.3617278360175928
10543,8,28,1.0,28.0,2240.0,83.0,3.3502480183341627
10543,8,31,0.0,8.0,2694.0,22.0,3.4303975913869666
10543,8,39,1.0,39.0,2954.0,184.0,3.470410490975931
10543,9,15,1.0,15.0,2622.0,132.0,3.4186326873540653
10543,9,16,0.0,9.0,2309.0,23.0,3.3634239329171765
10543,9,17,1.0,17.0,2782.0,73.0,3.4443571256560275
10543,9,30,1.0,30.0,8995.0,154.0,3.9540011676815703
10543,9,31,0.0,9.0,2652.0,93.0,3.4235735197327357
10543,9,32,0.0,9.0,4943.0,2.0,3.693990610460777
10543,9,48,0.0,9.0,24.0,181.0,1.380211241711606
10543,9,52,1.0,52.0,7645.0,112.0,3.883377489748339
10543,11,14,0.0,11.0,2016.0,71.0,3.3044905277734875
10543,11,17,0.0,11.0,2265.0,149.0,3.3550682063488506
10543,11,22,1.0,22.0,1418.0,14.0,3.151676230847048
10543,11,26,1.0,26.0,1884.0,39.0,3.2750808984568587
10543,11,30,1.0,30.0,24.0,179.0,1.380211241711606
10543,11,32,0.0,11.0,2020.0,33.0,3.305351369446624
10543,11,33,1.0,33.0,3194.0,147.0,3.5043349118024643
10543,11,40,1.0,40.0,1059.0,56.0,3.024895960107485
10543,14,22,1.0,22.0,1911.0,156.0,3.281260687055013
10543,14,24,1.0,24.0,2332.0,105.0,3.3677285460869766
10543,14,32,0.0,14.0,2744.0,53.0,3.438384107034714
10543,14,35,1.0,35.0,2228.0,84.0,3.3479151865016914
10543,14,39,1.0,39.0,2181.0,123.0,3.3386556655787003
10543,14,40,1.0,40.0,1282.0,13.0,3.1078880251827985
10543,14,49,0.0,14.0,2000.0,30.0,3.3010299956639813
10543,15,23,0.0,15.0,2001.0,35.0,3.3012470886362113
10543,15,24,0.0,15.0,4682.0,15.0,3.6704314093606056
10543,15,30,0.0,15.0,2583.0,140.0,3.412124406173317
10543,15,32,0.0,15.0,6534.0,75.0,3.8151791301394185
10543,15,33,1.0,33.0,4359.0,63.0,3.639386869017684
10543,15,34,0.0,15.0,2378.0,110.0,3.376211850282673
10543,15,52,1.0,52.0,1873.0,86.0,3.2725377773752373
10543,16,17,0.0,16.0,2606.0,130.0,3.415974411376566
10543,16,21,1.0,21.0,1920.0,37.0,3.2833012287035497
10543,16,33,0.0,16.0,3191.0,178.0,3.5039268041935103
10543,16,34,0.0,16.0,3328.0,89.0,3.5221833176186865
10543,16,35,1.0,35.0,1779.0,60.0,3.250175948083925
10543,16,36,0.0,16.0,4158.0,187.0,3.6188844849954505
10543,16,39,1.0,39.0,2728.0,136.0,3.4358443659844413
10543,16,51,1.0,51.0,4455.0,1.0,3.6488477083728936
10543,17,23,0.0,17.0,25.0,164.0,1.3979400086720377
10543,17,34,1.0,34.0,4464.0,59.0,3.6497241859295224
10543,17,40,1.0,40.0,6475.0,31.0,3.8112397727532894
10543,17,49,1.0,49.0,3185.0,43.0,3.503109436671369
10543,17,51,1.0,51.0,2916.0,87.0,3.4647875196459372
10543,19,21,1.0,21.0,2259.0,4.0,3.353916230920363
10543,19,26,1.0,26.0,4817.0,138.0,3.682776646314434
10543,19,28,1.0,28.0,9740.0,100.0,3.9885589568786157
10543,19,30,1.0,30.0,2609.0,116.0,3.4164740791002206
10543,19,31,0.0,19.0,10962.0,186.0,4.039889797736182
10543,19,32,0.0,19.0,4938.0,173.0,3.6935510855959133
10543,19,34,1.0,34.0,3068.0,46.0,3.4868553552769432
10543,19,36,1.0,36.0,2546.0,160.0,3.4058583993176366
10543,19,40,1.0,40.0,1546.0,81.0,3.189209489582306
10543,21,23,0.0,21.0,2743.0,115.0,3.4382258076045296
10543,21,31,0.0,21.0,5747.0,168.0,3.7594411971336976
10543,21,33,0.0,21.0,7758.0,189.0,3.8897497752640375
10543,21,36,0.0,21.0,2705.0,17.0,3.4321672694425884
10543,21,39,0.0,21.0,1995.0,62.0,3.299942900022767
10543,21,48,0.0,21.0,1586.0,119.0,3.200303182981585
10543,22,23,0.0,22.0,1675.0,66.0,3.224014811372864
10543,22,26,0.0,22.0,2311.0,97.0,3.3637999454791094
10543,22,30,0.0,22.0,2726.0,120.0,3.435525851498655
10543,22,34,0.0,22.0,1922.0,169.0,3.2837533833325265
10543,22,35,0.0,22.0,2441.0,26.0,3.387567779417189
10543,22,36,0.0,22.0,2620.0,111.0,3.4183012913197452
10543,22,49,0.0,22.0,1448.0,143.0,3.1607685618611283
10543,22,51,0.0,22.0,3164.0,70.0,3.500236474825639
10543,23,26,1.0,26.0,11877.0,172.0,4.074706756471867
10543,23,35,1.0,35.0,3688.0,131.0,3.5667909123815917
10543,23,36,1.0,36.0,3641.0,24.0,3.561220678933944
10543,23,39,1.0,39.0,2898.0,80.0,3.462098381135156
10543,23,40,1.0,40.0,1692.0,141.0,3.228400358703005
10543,23,48,0.0,23.0,2733.0,88.0,3.436639631692661
10543,23,49,0.0,23.0,3090.0,16.0,3.4899584794248346
10543,24,30,1.0,30.0,2012.0,27.0,3.30362797638389
10543,24,32,1.0,32.0,1829.0,50.0,3.262213705476417
10543,24,33,1.0,33.0,4287.0,67.0,3.6321534835106326
10543,24,35,0.0,24.0,4031.0,133.0,3.605412798153051
10543,24,39,0.0,24.0,1993.0,165.0,3.2995072987004876
10543,24,40,1.0,40.0,2139.0,95.0,3.330210784571528
10543,26,31,0.0,26.0,1947.0,72.0,3.2893659515200318
10543,26,33,0.0,26.0,2787.0,162.0,3.445136968713304
10543,26,34,0.0,26.0,2135.0,129.0,3.329397879361043
10543,26,48,0.0,26.0,2643.0,6.0,3.4220971631317103
10543,26,51,0.0,26.0,4743.0,102.0,3.6760531246518715
10543,26,52,0.0,26.0,2985.0,61.0,3.4749443354653877
10543,28,36,0.0,28.0,1129.0,55.0,3.052693941924968
10543,28,39,0.0,28.0,2064.0,176.0,3.314709692955174
10543,28,40,1.0,40.0,1567.0,158.0,3.1950689964685903
10543,28,52,0.0,28.0,1882.0,125.0,3.274619619091238
10543,30,31,0.0,30.0,3293.0,8.0,3.517591730711908
10543,30,32,1.0,32.0,4794.0,183.0,3.680698029697635
10543,30,33,0.0,30.0,3025.0,85.0,3.4807253789884878
10543,30,36,0.0,30.0,6082.0,78.0,3.7840464158081133
10543,30,48,1.0,48.0,2496.0,36.0,3.397244581010386
10543,30,51,0.0,30.0,3358.0,65.0,3.5260806918020298
10543,31,36,1.0,36.0,1959.0,128.0,3.2920344359947364
10543,31,40,1.0,40.0,1910.0,101.0,3.2810333672477277
10543,31,49,1.0,49.0,2003.0,57.0,3.3016809492935764
10543,31,52,1.0,52.0,2644.0,44.0,3.4222614508136027
10543,32,36,1.0,36.0,2170.0,92.0,3.3364597338485296
10543,32,51,1.0,51.0,4225.0,142.0,3.625826713285711
10543,33,39,0.0,33.0,4889.0,5.0,3.6892200372638357
10543,33,48,1.0,48.0,4212.0,18.0,3.624488362513449
10543,33,49,1.0,49.0,2513.0,117.0,3.400192488592576
10543,33,51,0.0,33.0,3017.0,48.0,3.4795753101749884
10543,34,35,1.0,35.0,3104.0,12.0,3.491921712586151
10543,34,51,1.0,51.0,3299.0,159.0,3.518382315545344
10543,34,52,1.0,52.0,2468.0,21.0,3.392345155361204
10543,35,39,1.0,39.0,3217.0,104.0,3.50745106090197
10543,35,40,1.0,40.0,1611.0,34.0,3.207095540419218
10543,35,49,0.0,35.0,15411.0,175.0,4.187830820444
10543,36,39,0.0,36.0,2495.0,38.0,3.397070549959409
10543,40,52,0.0,40.0,2071.0,170.0,3.3161800988934527
10543,48,49,0.0,48.0,2244.0,68.0,3.3510228525841237
10543,48,52,1.0,52.0,2243.0,144.0,3.350829273582968
10543,49,52,1.0,52.0,2101.0,152.0,3.3224260524059526
10543,51,52,1.0,52.0,5684.0,190.0,3.754654069255432
10544,1,7,0.0,1.0,9314.0,188.0,3.9691362335967124
10544,1,11,1.0,11.0,6072.0,29.0,3.783331762887424
10544,1,14,1.0,14.0,3421.0,24.0,3.5341530741850624
10544,1,16,1.0,16.0,6446.0,149.0,3.8092903011763157
10544,1,28,1.0,28.0,1722.0,104.0,3.236033147117636
10544,1,33,1.0,33.0,11189.0,64.0,4.048791273848409
10544,1,34,1.0,34.0,4996.0,14.0,3.6986224297020978
10544,1,35,1.0,35.0,7863.0,167.0,3.8955882756662628
10544,1,40,0.0,1.0,9049.0,47.0,3.9566005882131767
10544,1,44,1.0,44.0,6103.0,147.0,3.785543369956593
10544,1,45,1.0,45.0,7568.0,117.0,3.878981123393736
10544,1,46,1.0,46.0,8764.0,79.0,3.9427023688886678
10544,1,48,1.0,48.0,9270.0,87.0,3.967079734144497
10544,1,50,1.0,50.0,5734.0,135.0,3.7584576886104655
10544,3,5,1.0,5.0,3473.0,113.0,3.5407047833107623
10544,3,11,0.0,3.0,3407.0,162.0,3.5323721335678773
10544,3,15,0.0,3.0,5474.0,158.0,3.738304793074105
10544,3,16,1.0,16.0,3631.0,103.0,3.560026248912892
10544,3,17,0.0,3.0,6107.0,27.0,3.7858279199958655
10544,3,20,1.0,20.0,5262.0,177.0,3.721150843749684
10544,3,26,1.0,26.0,7967.0,39.0,3.9012948171655673
10544,3,28,1.0,28.0,2449.0,143.0,3.388988785124714
10544,3,31,1.0,31.0,5333.0,90.0,3.7269715836828765
10544,3,33,0.0,3.0,5358.0,53.0,3.7290027092721902
10544,3,35,1.0,35.0,4976.0,10.0,3.696880371682762
10544,3,36,1.0,36.0,5237.0,72.0,3.719082573901486
10544,3,40,0.0,3.0,5463.0,131.0,3.7374312005145827
10544,3,47,1.0,47.0,4422.0,67.0,3.6456187382426952
10544,5,7,1.0,7.0,7787.0,18.0,3.891370174696148
10544,5,11,1.0,11.0,4320.0,12.0,3.635483746814912
10544,5,16,1.0,16.0,4230.0,170.0,3.6263403673750423
10544,5,17,0.0,5.0,4567.0,161.0,3.6596310116070008
10544,5,20,1.0,20.0,3021.0,86.0,3.4801507252732806
10544,5,25,0.0,5.0,3416.0,187.0,3.5335178620169674
10544,5,28,1.0,28.0,2120.0,78.0,3.326335860928751
10544,5,33,0.0,5.0,4889.0,36.0,3.6892200372638357
10544,5,34,0.0,5.0,6512.0,54.0,3.813714391881145
10544,5,35,1.0,35.0,3850.0,98.0,3.5854607295085006
10544,5,36,1.0,36.0,4804.0,125.0,3.6816029987308685
10544,5,40,0.0,5.0,4775.0,63.0,3.678973375919765
10544,5,46,0.0,5.0,4387.0,142.0,3.642167634404945
10544,6,7,0.0,6.0,4417.0,30.0,3.6451273992583912
10544,6,16,1.0,16.0,18153.0,152.0,4.25894840765209
10544,6,25,1.0,25.0,9045.0,6.0,3.9564085711958326
10544,6,26,1.0,26.0,5109.0,50.0,3.7083359026822635
10544,6,28,1.0,28.0,2821.0,181.0,3.450403086155366
10544,6,31,0.0,6.0,2987.0,174.0,3.475235222604128
10544,6,32,0.0,6.0,5657.0,58.0,3.752586178740409
10544,6,33,0.0,6.0,5121.0,89.0,3.709354775834396
